"tarjeta"|"monto"|"comercio"|"fecha"|"tipo"
66|2100.92|"Tiendas por Departamento"|2020-04-19|"transaccion"
16|946.57|"Restaurantes"|2020-02-29|"transaccion"
7|2804.63|"Electronicos"|2020-02-18|"transaccion"
73|2553.35|"Farmacias"|2020-05-22|"transaccion"
78|981.98|"Gasolineras"|2020-04-26|"transaccion"
13|1015.34|"Abarroterias"|2020-03-29|"transaccion"
4|122.76|"Restaurantes"|2020-01-17|"transaccion"
98|2253.71|"Abarroterias"|2020-06-29|"transaccion"
92|1154.11|"Tiendas por Departamento"|2020-06-22|"transaccion"
67|1373.4|"Supermercados"|2020-06-14|"transaccion"
70|1020.57|"Gasolineras"|2020-02-17|"transaccion"
44|1694.84|"Restaurantes"|2020-04-04|"transaccion"
30|1437.91|"Comercio General"|2020-02-10|"transaccion"
81|1887.16|"Comercio General"|2020-04-08|"transaccion"
83|468.65|"Comercio General"|2020-06-08|"transaccion"
73|1620.82|"Restaurantes"|2020-03-09|"transaccion"
26|2737.91|"Restaurantes"|2020-04-18|"transaccion"
41|1954.13|"Supermercados"|2020-01-10|"transaccion"
21|1274.14|"Supermercados"|2020-01-27|"transaccion"
91|2290.44|"Restaurantes"|2020-02-13|"transaccion"
75|1931.57|"Farmacias"|2020-02-06|"transaccion"
54|1864.76|"Supermercados"|2020-04-24|"transaccion"
52|1684.96|"Comercio General"|2020-06-07|"transaccion"
59|1302.82|"Ropa"|2020-03-27|"transaccion"
46|445.97|"Gasolineras"|2020-01-07|"transaccion"
32|1337.37|"Supermercados"|2020-06-25|"transaccion"
28|228.39|"Gasolineras"|2020-01-18|"transaccion"
12|1662.98|"Ropa"|2020-02-05|"transaccion"
2|2220.27|"Restaurantes"|2020-02-15|"transaccion"
89|1005.81|"Restaurantes"|2020-01-27|"transaccion"
58|1926.17|NA|2020-02-14|"transaccion"
22|949.11|"Tiendas por Departamento"|2020-01-16|"transaccion"
76|1836.59|"Restaurantes"|2020-03-01|"transaccion"
5|731.16|"Farmacias"|2020-02-10|"transaccion"
35|1880.69|"Abarroterias"|2020-01-11|"transaccion"
28|418.75|"Supermercados"|2020-01-13|"transaccion"
57|2163.33|"Ropa"|2020-02-01|"transaccion"
13|1254.82|"Supermercados"|2020-06-18|"transaccion"
30|1258.03|"Supermercados"|2020-04-10|"transaccion"
72|941.02|"Supermercados"|2020-01-10|"transaccion"
11|1514.28|"Tiendas por Departamento"|2020-01-14|"transaccion"
13|1662.93|"Supermercados"|2020-01-09|"transaccion"
1|2186.81|"Gasolineras"|2020-04-07|"transaccion"
93|1009.99|"Supermercados"|2020-06-17|"transaccion"
57|1126.86|"Supermercados"|2020-04-01|"transaccion"
59|2837.78|"Supermercados"|2020-04-10|"transaccion"
63|1743.37|"Tiendas por Departamento"|2020-04-21|"transaccion"
14|1104.55|"Comercio General"|2020-05-31|"transaccion"
71|1294.37|"Restaurantes"|2020-03-29|"transaccion"
74|913|"Farmacias"|2020-04-13|"transaccion"
67|2166.87|"Gasolineras"|2020-01-02|"transaccion"
30|902.94|"Comercio General"|2020-05-19|"transaccion"
56|2209.12|"Restaurantes"|2020-05-02|"transaccion"
57|1506.38|"Gasolineras"|2020-04-05|"transaccion"
12|2312.92|"Supermercados"|2020-01-30|"transaccion"
52|1033.62|"Electronicos"|2020-05-28|"transaccion"
85|1374.13|"Supermercados"|2020-01-28|"transaccion"
78|1955.85|"Comercio General"|2020-02-05|"transaccion"
54|622.51|"Supermercados"|2020-01-26|"transaccion"
34|1819.6|"Supermercados"|2020-03-29|"transaccion"
83|1215.67|"Ropa"|2020-02-12|"transaccion"
77|2218.33|"Restaurantes"|2020-06-03|"transaccion"
28|1047.36|"Restaurantes"|2020-05-11|"transaccion"
30|2097.88|"Restaurantes"|2020-04-15|"transaccion"
88|1832.06|"Restaurantes"|2020-06-13|"transaccion"
3|1103.97|"Electronicos"|2020-04-07|"transaccion"
60|1727.97|"Abarroterias"|2020-03-24|"transaccion"
62|506.17|"Supermercados"|2020-05-03|"transaccion"
3|2041.71|"Supermercados"|2020-03-04|"transaccion"
86|1394.2|"Abarroterias"|2020-06-03|"transaccion"
20|1513.44|"Gasolineras"|2020-05-05|"transaccion"
16|1645.76|"Electronicos"|2020-06-15|"transaccion"
94|1777.54|"Restaurantes"|2020-02-02|"transaccion"
52|1513.75|"Restaurantes"|2020-05-05|"transaccion"
47|1345.08|"Abarroterias"|2020-04-07|"transaccion"
10|1484.32|"Farmacias"|2020-06-29|"transaccion"
32|1271.78|"Farmacias"|2020-02-10|"transaccion"
15|1597.99|"Tiendas por Departamento"|2020-02-28|"transaccion"
14|2325.38|"Supermercados"|2020-02-04|"transaccion"
3|931.07|"Supermercados"|2020-03-13|"transaccion"
79|1453.54|"Restaurantes"|2020-03-30|"transaccion"
39|1038.73|"Electronicos"|2020-04-10|"transaccion"
49|960.69|"Restaurantes"|2020-06-18|"transaccion"
78|1801.94|"Comercio General"|2020-06-22|"transaccion"
37|1128.94|"Restaurantes"|2020-02-29|"transaccion"
17|875.44|"Farmacias"|2020-06-12|"transaccion"
82|1676.16|"Supermercados"|2020-06-15|"transaccion"
7|756.4|"Farmacias"|2020-01-23|"transaccion"
75|1870.55|"Supermercados"|2020-05-16|"transaccion"
72|1551.87|"Restaurantes"|2020-01-04|"transaccion"
45|1401.37|"Tiendas por Departamento"|2020-03-09|"transaccion"
3|2349.11|"Supermercados"|2020-02-03|"transaccion"
73|787.9|"Electronicos"|2020-05-04|"transaccion"
15|1226.81|"Supermercados"|2020-04-01|"transaccion"
26|1015|"Farmacias"|2020-05-27|"transaccion"
60|855.08|"Restaurantes"|2020-02-23|"transaccion"
33|2561.19|"Restaurantes"|2020-05-15|"transaccion"
73|2004.7|"Gasolineras"|2020-05-04|"transaccion"
93|2284.46|"Gasolineras"|2020-05-03|"transaccion"
72|905.7|"Farmacias"|2020-04-29|"transaccion"
88|1196.42|"Supermercados"|2020-04-16|"transaccion"
45|484.33|"Restaurantes"|2020-06-29|"transaccion"
18|1467.31|"Farmacias"|2020-06-05|"transaccion"
73|1199.94|"Farmacias"|2020-03-25|"transaccion"
52|1323.17|"Gasolineras"|2020-06-01|"transaccion"
37|1374.88|"Restaurantes"|2020-02-26|"transaccion"
84|2115.33|"Supermercados"|2020-06-13|"transaccion"
59|2651.68|"Tiendas por Departamento"|2020-02-16|"transaccion"
10|2053.24|"Abarroterias"|2020-03-01|"transaccion"
66|876.33|"Restaurantes"|2020-04-17|"transaccion"
12|2092.47|"Restaurantes"|2020-01-11|"transaccion"
21|1088.78|"Abarroterias"|2020-04-01|"transaccion"
47|2307.88|"Restaurantes"|2020-04-19|"transaccion"
79|629.24|"Restaurantes"|2020-04-22|"transaccion"
60|1001.71|"Restaurantes"|2020-04-12|"transaccion"
60|1741.01|"Supermercados"|2020-05-02|"transaccion"
1|748.42|"Restaurantes"|2020-03-23|"transaccion"
87|354.5|"Supermercados"|2020-05-31|"transaccion"
91|1160.36|"Tiendas por Departamento"|2020-02-14|"transaccion"
93|1268.08|"Gasolineras"|2020-02-05|"transaccion"
54|0|"Supermercados"|2020-05-14|"reconciliacion"
46|1630.45|"Restaurantes"|2020-02-17|"transaccion"
98|1361.81|"Restaurantes"|2020-05-02|"transaccion"
37|0|"Comercio General"|2020-01-23|"reconciliacion"
21|1171.75|"Farmacias"|2020-03-11|"transaccion"
44|586.65|"Farmacias"|2020-05-13|"transaccion"
87|1528.92|"Comercio General"|2020-01-24|"transaccion"
18|2000.25|"Supermercados"|2020-06-20|"transaccion"
41|1978.53|"Supermercados"|2020-04-09|"transaccion"
22|1253.37|"Tiendas por Departamento"|2020-04-25|"transaccion"
100|1513.65|"Restaurantes"|2020-06-25|"transaccion"
84|1452.66|"Restaurantes"|2020-04-07|"transaccion"
78|689.24|"Gasolineras"|2020-02-28|"transaccion"
13|1452.77|"Gasolineras"|2020-02-23|"transaccion"
17|407.4|"Farmacias"|2020-05-10|"transaccion"
48|752.08|"Supermercados"|2020-04-27|"transaccion"
80|1951.71|"Gasolineras"|2020-02-20|"transaccion"
65|2056.07|"Restaurantes"|2020-03-18|"transaccion"
39|1699.6|"Restaurantes"|2020-03-15|"transaccion"
37|1363.36|"Supermercados"|2020-04-02|"transaccion"
36|1697.92|"Farmacias"|2020-02-28|"transaccion"
2|1850.6|"Restaurantes"|2020-06-08|"transaccion"
56|1312.03|"Gasolineras"|2020-03-06|"transaccion"
84|2377.85|"Supermercados"|2020-06-13|"transaccion"
42|2008.57|"Restaurantes"|2020-06-13|"transaccion"
32|0|"Abarroterias"|2020-06-20|"reconciliacion"
50|2037.99|"Gasolineras"|2020-04-21|"transaccion"
24|1701.6|"Gasolineras"|2020-04-08|"transaccion"
36|1200.14|"Supermercados"|2020-02-12|"transaccion"
8|528.58|"Farmacias"|2020-01-29|"transaccion"
15|1049.54|"Comercio General"|2020-05-11|"transaccion"
68|1275.53|"Restaurantes"|2020-03-14|"transaccion"
24|1388.65|"Ropa"|2020-04-26|"transaccion"
42|1879.05|"Restaurantes"|2020-05-25|"transaccion"
69|582.03|"Tiendas por Departamento"|2020-01-28|"transaccion"
39|484.96|"Farmacias"|2020-05-23|"transaccion"
24|1738.49|"Gasolineras"|2020-06-19|"transaccion"
61|1230.25|"Gasolineras"|2020-05-19|"transaccion"
22|2646.51|"Supermercados"|2020-04-21|"transaccion"
74|1599.97|"Restaurantes"|2020-05-28|"transaccion"
94|1358.18|"Electronicos"|2020-01-17|"transaccion"
22|600.38|"Supermercados"|2020-03-13|"transaccion"
62|2073.58|"Abarroterias"|2020-05-29|"transaccion"
26|1113.06|"Comercio General"|2020-06-15|"transaccion"
31|1341.18|"Tiendas por Departamento"|2020-05-15|"transaccion"
78|1618.47|"Supermercados"|2020-01-04|"transaccion"
26|1401.68|"Supermercados"|2020-02-25|"transaccion"
80|1184.55|"Comercio General"|2020-01-06|"transaccion"
55|2180.25|"Farmacias"|2020-04-17|"transaccion"
69|713.98|"Supermercados"|2020-04-20|"transaccion"
71|1898.5|"Tiendas por Departamento"|2020-05-23|"transaccion"
11|2662.57|"Supermercados"|2020-01-22|"transaccion"
39|1032.41|"Restaurantes"|2020-05-17|"transaccion"
65|2464.5|"Farmacias"|2020-05-08|"transaccion"
40|2087.1|"Restaurantes"|2020-02-10|"transaccion"
39|1736.13|"Ropa"|2020-01-16|"transaccion"
58|858.5|"Gasolineras"|2020-05-14|"transaccion"
10|1436.63|"Tiendas por Departamento"|2020-02-14|"transaccion"
97|1454.87|"Gasolineras"|2020-03-09|"transaccion"
33|635.47|"Tiendas por Departamento"|2020-02-11|"transaccion"
50|1911.69|"Abarroterias"|2020-06-19|"transaccion"
43|1761.02|"Supermercados"|2020-01-11|"transaccion"
5|1710.65|"Ropa"|2020-01-02|"transaccion"
70|1571.6|"Gasolineras"|2020-03-23|"transaccion"
27|674.39|"Supermercados"|2020-04-23|"transaccion"
87|1512.32|"Ropa"|2020-03-31|"transaccion"
5|1514.91|"Restaurantes"|2020-05-10|"transaccion"
54|716.03|"Restaurantes"|2020-04-04|"transaccion"
59|992.87|"Restaurantes"|2020-01-15|"transaccion"
12|1777.3|"Supermercados"|2020-06-18|"transaccion"
42|1899.69|"Tiendas por Departamento"|2020-01-07|"transaccion"
42|1562.62|"Farmacias"|2020-01-14|"transaccion"
83|829.67|"Restaurantes"|2020-02-08|"transaccion"
47|1449.73|"Supermercados"|2020-03-07|"transaccion"
79|2327.31|"Supermercados"|2020-02-27|"transaccion"
3|1404.01|"Supermercados"|2020-02-13|"transaccion"
87|1622.73|"Supermercados"|2020-02-02|"transaccion"
10|1221.56|"Gasolineras"|2020-06-17|"transaccion"
58|2053.07|"Ropa"|2020-04-21|"transaccion"
24|1467.93|"Restaurantes"|2020-04-11|"transaccion"
83|1876.33|"Abarroterias"|2020-04-15|"transaccion"
62|2034.86|"Restaurantes"|2020-02-17|"transaccion"
6|1767.43|"Supermercados"|2020-02-04|"transaccion"
44|1661.84|"Ropa"|2020-03-28|"transaccion"
28|1008.25|"Supermercados"|2020-01-29|"transaccion"
62|1233.54|"Supermercados"|2020-06-24|"transaccion"
28|723.23|"Supermercados"|2020-01-25|"transaccion"
17|1514.59|"Tiendas por Departamento"|2020-02-01|"transaccion"
73|615.48|"Tiendas por Departamento"|2020-05-23|"transaccion"
31|1884.78|"Supermercados"|2020-04-30|"transaccion"
63|1903.53|"Restaurantes"|2020-01-08|"transaccion"
92|1620.17|"Supermercados"|2020-03-29|"transaccion"
11|2391.59|"Farmacias"|2020-03-21|"transaccion"
44|1738.29|"Supermercados"|2020-03-18|"transaccion"
30|1270.96|"Supermercados"|2020-05-07|"transaccion"
52|233.11|"Restaurantes"|2020-04-23|"transaccion"
58|548.52|"Farmacias"|2020-05-09|"transaccion"
38|784.3|"Electronicos"|2020-01-19|"transaccion"
33|1134.68|"Restaurantes"|2020-06-02|"transaccion"
81|1182.7|"Gasolineras"|2020-05-27|"transaccion"
1|1106.1|"Supermercados"|2020-01-24|"transaccion"
19|2092.62|"Abarroterias"|2020-02-20|"transaccion"
73|1781.94|"Supermercados"|2020-04-18|"transaccion"
13|1617.36|"Supermercados"|2020-06-27|"transaccion"
30|2067.18|"Farmacias"|2020-04-26|"transaccion"
79|1188.95|"Supermercados"|2020-01-21|"transaccion"
91|1970.45|"Supermercados"|2020-06-24|"transaccion"
67|729.77|"Restaurantes"|2020-04-06|"transaccion"
27|1050.29|"Supermercados"|2020-03-24|"transaccion"
56|1855.46|"Restaurantes"|2020-04-11|"transaccion"
54|1890.21|"Restaurantes"|2020-06-04|"transaccion"
70|472.61|"Supermercados"|2020-02-09|"transaccion"
51|696.26|"Supermercados"|2020-03-07|"transaccion"
58|1137.3|"Gasolineras"|2020-01-08|"transaccion"
80|2168.33|"Gasolineras"|2020-04-15|"transaccion"
12|962.03|"Supermercados"|2020-06-06|"transaccion"
89|1113.84|"Supermercados"|2020-03-17|"transaccion"
68|2543.73|"Farmacias"|2020-03-01|"transaccion"
51|979.31|"Ropa"|2020-06-07|"transaccion"
83|1921.11|"Tiendas por Departamento"|2020-04-17|"transaccion"
73|1386.58|"Supermercados"|2020-02-01|"transaccion"
61|779.8|"Electronicos"|2020-01-30|"transaccion"
85|1621.77|"Restaurantes"|2020-05-30|"transaccion"
88|1519.7|"Restaurantes"|2020-05-15|"transaccion"
58|1543.17|"Tiendas por Departamento"|2020-03-19|"transaccion"
36|2318.23|"Restaurantes"|2020-02-01|"transaccion"
9|1559|"Tiendas por Departamento"|2020-06-04|"transaccion"
7|1450.14|"Gasolineras"|2020-04-27|"transaccion"
66|2060.2|"Supermercados"|2020-06-06|"transaccion"
30|1416.9|"Tiendas por Departamento"|2020-03-31|"transaccion"
39|709.61|"Restaurantes"|2020-05-27|"transaccion"
88|3092.04|"Comercio General"|2020-06-09|"transaccion"
15|2274.54|"Supermercados"|2020-01-08|"transaccion"
51|2038.5|"Gasolineras"|2020-05-27|"transaccion"
32|1614.15|"Comercio General"|2020-04-03|"transaccion"
71|910.06|"Tiendas por Departamento"|2020-02-08|"transaccion"
77|1776.26|"Supermercados"|2020-06-19|"transaccion"
84|2492.98|"Electronicos"|2020-06-28|"transaccion"
93|670.05|"Restaurantes"|2020-01-01|"transaccion"
80|970.36|"Restaurantes"|2020-01-13|"transaccion"
8|1581.76|"Restaurantes"|2020-06-16|"transaccion"
76|1514.68|"Tiendas por Departamento"|2020-01-07|"transaccion"
5|1135.34|"Gasolineras"|2020-01-04|"transaccion"
65|1240.78|"Supermercados"|2020-04-23|"transaccion"
63|1881.53|"Restaurantes"|2020-03-14|"transaccion"
51|1036.11|"Gasolineras"|2020-02-20|"transaccion"
13|1396.08|"Ropa"|2020-06-09|"transaccion"
61|1203.55|"Farmacias"|2020-04-26|"transaccion"
27|1916.32|"Gasolineras"|2020-01-12|"transaccion"
64|1138.52|"Restaurantes"|2020-04-30|"transaccion"
57|1550.16|"Supermercados"|2020-06-04|"transaccion"
57|1576.17|"Gasolineras"|2020-04-29|"transaccion"
99|1566.25|"Restaurantes"|2020-06-15|"transaccion"
41|1067.4|"Gasolineras"|2020-04-06|"transaccion"
84|2305.97|"Restaurantes"|2020-03-11|"transaccion"
61|1254.81|"Restaurantes"|2020-05-23|"transaccion"
61|1381.63|"Electronicos"|2020-02-23|"transaccion"
64|1840.23|"Restaurantes"|2020-02-02|"transaccion"
40|1322|"Supermercados"|2020-06-23|"transaccion"
8|1480.14|"Tiendas por Departamento"|2020-06-20|"transaccion"
96|1491.14|"Ropa"|2020-03-18|"transaccion"
44|531.75|"Supermercados"|2020-06-12|"transaccion"
49|2394.98|"Supermercados"|2020-03-16|"transaccion"
57|385.54|"Supermercados"|2020-02-21|"transaccion"
72|1955.57|"Supermercados"|2020-06-06|"transaccion"
18|1815.13|"Gasolineras"|2020-04-03|"transaccion"
8|1317.73|"Supermercados"|2020-04-26|"transaccion"
99|1958.29|"Gasolineras"|2020-02-15|"transaccion"
98|1016.8|"Gasolineras"|2020-03-14|"transaccion"
39|676.82|"Supermercados"|2020-04-10|"transaccion"
61|760.99|"Comercio General"|2020-02-01|"transaccion"
76|1992.34|"Supermercados"|2020-04-06|"transaccion"
3|2642.89|"Farmacias"|2020-03-11|"transaccion"
49|1033.43|"Tiendas por Departamento"|2020-04-02|"transaccion"
3|1274.16|"Electronicos"|2020-02-07|"transaccion"
40|1870.79|"Gasolineras"|2020-02-15|"transaccion"
84|1366.28|"Comercio General"|2020-01-12|"transaccion"
30|2019.81|"Supermercados"|2020-06-01|"transaccion"
99|1696.07|"Restaurantes"|2020-05-31|"transaccion"
31|683.8|"Abarroterias"|2020-06-25|"transaccion"
46|1759.13|"Abarroterias"|2020-01-11|"transaccion"
81|2267.28|"Supermercados"|2020-05-04|"transaccion"
35|1090.29|"Restaurantes"|2020-06-10|"transaccion"
51|1569.72|"Gasolineras"|2020-04-03|"transaccion"
55|1929.01|"Abarroterias"|2020-04-21|"transaccion"
95|2109.84|"Supermercados"|2020-06-03|"transaccion"
1|2325.27|"Supermercados"|2020-02-11|"transaccion"
93|2898.57|"Farmacias"|2020-03-13|"transaccion"
34|217.03|"Restaurantes"|2020-04-21|"transaccion"
24|1802.82|"Supermercados"|2020-05-04|"transaccion"
10|2329.28|"Ropa"|2020-01-01|"transaccion"
62|1896.62|"Abarroterias"|2020-01-05|"transaccion"
35|1311.93|"Comercio General"|2020-06-29|"transaccion"
25|1593.45|"Supermercados"|2020-03-31|"transaccion"
27|2172.81|"Restaurantes"|2020-06-24|"transaccion"
84|1680.39|"Comercio General"|2020-06-30|"transaccion"
16|1501.82|"Supermercados"|2020-03-08|"transaccion"
92|2093.96|"Gasolineras"|2020-05-17|"transaccion"
45|1714.08|"Supermercados"|2020-02-12|"transaccion"
92|1553.04|"Gasolineras"|2020-03-01|"transaccion"
94|695.81|"Restaurantes"|2020-03-24|"transaccion"
31|1990.22|"Ropa"|2020-03-29|"transaccion"
98|1945.1|"Restaurantes"|2020-03-01|"transaccion"
52|1439.61|"Farmacias"|2020-06-17|"transaccion"
54|2139.16|"Supermercados"|2020-01-11|"transaccion"
14|2637.64|"Supermercados"|2020-02-15|"transaccion"
90|1682.78|"Ropa"|2020-01-02|"transaccion"
41|1300.32|"Supermercados"|2020-02-12|"transaccion"
55|1325.62|"Farmacias"|2020-03-26|"transaccion"
99|3185.88|"Restaurantes"|2020-04-23|"transaccion"
66|1715.3|"Restaurantes"|2020-01-09|"transaccion"
66|2379.17|"Restaurantes"|2020-05-14|"transaccion"
89|436.68|"Tiendas por Departamento"|2020-04-20|"transaccion"
96|1532.58|"Restaurantes"|2020-04-02|"transaccion"
73|1696.82|"Restaurantes"|2020-05-14|"transaccion"
5|1395.37|"Supermercados"|2020-01-11|"transaccion"
23|2178.55|"Ropa"|2020-06-26|"transaccion"
81|1799.23|"Electronicos"|2020-04-12|"transaccion"
15|960.69|"Restaurantes"|2020-05-11|"transaccion"
6|1585.33|"Supermercados"|2020-02-18|"transaccion"
73|2088.53|"Supermercados"|2020-03-22|"transaccion"
68|1323.35|"Farmacias"|2020-02-25|"transaccion"
64|1620.24|"Supermercados"|2020-04-30|"transaccion"
74|642.46|"Restaurantes"|2020-02-14|"transaccion"
71|1653.67|"Ropa"|2020-03-29|"transaccion"
60|1126.55|"Comercio General"|2020-06-05|"transaccion"
8|1509.9|"Supermercados"|2020-06-22|"transaccion"
61|1548.21|"Comercio General"|2020-01-12|"transaccion"
89|951.59|"Supermercados"|2020-02-05|"transaccion"
12|1964|"Gasolineras"|2020-03-25|"transaccion"
49|1768.62|"Restaurantes"|2020-04-21|"transaccion"
21|1718.97|"Supermercados"|2020-06-13|"transaccion"
62|90.81|"Ropa"|2020-02-19|"transaccion"
12|1822.13|"Supermercados"|2020-06-03|"transaccion"
47|797.78|"Tiendas por Departamento"|2020-01-27|"transaccion"
48|839.22|"Restaurantes"|2020-06-16|"transaccion"
52|1412.86|"Restaurantes"|2020-05-05|"transaccion"
73|885.07|"Supermercados"|2020-03-25|"transaccion"
2|950.63|"Farmacias"|2020-05-16|"transaccion"
11|1455.97|"Restaurantes"|2020-03-22|"transaccion"
38|1975.68|"Supermercados"|2020-06-11|"transaccion"
53|60.39|"Gasolineras"|2020-04-26|"transaccion"
69|1046.07|"Gasolineras"|2020-06-19|"transaccion"
49|1693.9|"Gasolineras"|2020-01-12|"transaccion"
37|3170.48|"Electronicos"|2020-05-18|"transaccion"
77|1560.33|"Restaurantes"|2020-03-07|"transaccion"
90|1998.2|"Farmacias"|2020-05-13|"transaccion"
23|2652.75|"Supermercados"|2020-04-17|"transaccion"
73|1905.5|"Restaurantes"|2020-05-21|"transaccion"
82|268.41|"Restaurantes"|2020-05-17|"transaccion"
8|2113.22|"Supermercados"|2020-03-02|"transaccion"
70|1188.88|"Restaurantes"|2020-06-20|"transaccion"
55|1127.72|"Restaurantes"|2020-01-29|"transaccion"
76|955.72|"Supermercados"|2020-02-26|"transaccion"
75|1537.05|"Restaurantes"|2020-01-16|"transaccion"
25|889.34|"Supermercados"|2020-06-16|"transaccion"
80|1093.58|"Supermercados"|2020-05-23|"transaccion"
36|1711.64|"Restaurantes"|2020-03-22|"transaccion"
81|599.1|"Supermercados"|2020-05-27|"transaccion"
39|1547.37|"Tiendas por Departamento"|2020-04-24|"transaccion"
55|1346.67|"Restaurantes"|2020-02-08|"transaccion"
8|2116.64|"Supermercados"|2020-04-12|"transaccion"
80|1367.39|"Restaurantes"|2020-01-31|"transaccion"
7|2144.31|"Gasolineras"|2020-05-02|"transaccion"
55|2187.68|"Supermercados"|2020-01-02|"transaccion"
87|1684.91|"Comercio General"|2020-01-06|"transaccion"
45|1741.03|"Restaurantes"|2020-05-26|"transaccion"
83|1852.87|"Restaurantes"|2020-01-21|"transaccion"
8|838.36|"Gasolineras"|2020-05-30|"transaccion"
11|1421.84|"Supermercados"|2020-03-12|"transaccion"
62|1652.99|"Gasolineras"|2020-04-05|"transaccion"
5|1938.68|"Farmacias"|2020-02-05|"transaccion"
7|1938.36|"Restaurantes"|2020-05-21|"transaccion"
6|1330.86|"Gasolineras"|2020-04-15|"transaccion"
78|2086.74|"Tiendas por Departamento"|2020-02-12|"transaccion"
63|1326.25|"Supermercados"|2020-04-21|"transaccion"
77|1009.29|"Supermercados"|2020-05-17|"transaccion"
50|1462.19|"Comercio General"|2020-02-21|"transaccion"
69|1226.35|"Farmacias"|2020-05-16|"transaccion"
10|1758.3|"Restaurantes"|2020-01-30|"transaccion"
32|1041.51|"Supermercados"|2020-06-25|"transaccion"
71|1800.15|"Supermercados"|2020-03-23|"transaccion"
89|555.85|"Supermercados"|2020-03-11|"transaccion"
97|741.81|"Restaurantes"|2020-05-05|"transaccion"
